Team Statistics:
Team,Median of Age,Mean of Age,Std of Age,Median of MP,Mean of MP,Std of MP,Median of Starts,Mean of Starts,Std of Starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xGA/90,Mean of xGA/90,Std of xGA/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of Short%,Mean of Short%,Std of Short%,Median of Med%,Mean of Med%,Std of Med%,Median of KP,Mean of KP,Std of KP,Median of Passes 1/3,Mean of Passes 1/3,Std of Passes 1/3,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgoP,Mean of PrgoP,Std of PrgoP,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att,Mean of Att,Std of Att,Median of Lost,Mean of Lost,Std of Lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of TO Att,Mean of TO Att,Std of TO Att,Median of Carries,Mean of Carries,Std of Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC,Mean of ProgC,Std of ProgC,Median of Carries 1/3,Mean of Carries 1/3,Std of Carries 1/3,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of ProgR,Mean of ProgR,Std of ProgR,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Aerial Lost,Mean of Aerial Lost,Std of Aerial Lost 
André Onana,29.1,29.1,0.0,33.0,33.0,0.0,33.0,33.0,0.0,2970.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,920.0,920.0,0.0,73.1,73.1,0.0,13211.0,13211.0,0.0,99.1,99.1,0.0,99.0,99.0,0.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.0,1323.0,0.0,1005.0,1005.0,0.0,1302.0,1302.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,932.0,0.0,2615.0,2615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,810.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
Andrés García,22.24,22.24,0.0,7.0,7.0,0.0,5.0,5.0,0.0,318.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,26.0,26.0,0.0,15.0,15.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.05,0.05,0.0,0.0,0.0,0.0,174.0,174.0,0.0,86.6,86.6,0.0,577.0,577.0,0.0,92.7,92.7,0.0,90.2,90.2,0.0,3.0,3.0,0.0,9.0,9.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,15.0,15.0,0.0,3.0,3.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,5.0,5.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,256.0,256.0,0.0,8.0,8.0,0.0,38.0,38.0,0.0,108.0,108.0,0.0,112.0,112.0,0.0,2.0,2.0,0.0,18.0,18.0,0.0,159.0,159.0,0.0,673.0,673.0,0.0,26.0,26.0,0.0,13.0,13.0,0.0,2.0,2.0,0.0,10.0,10.0,0.0,6.0,6.0,0.0,168.0,168.0,0.0,28.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
Andy Irving,24.98,24.98,0.0,10.0,10.0,0.0,1.0,1.0,0.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.13,0.13,0.0,1.08,1.08,0.0,109.0,109.0,0.0,87.9,87.9,0.0,439.0,439.0,0.0,95.3,95.3,0.0,83.7,83.7,0.0,1.0,1.0,0.0,14.0,14.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,5.0,5.0,0.0,2.68,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,150.0,150.0,0.0,7.0,7.0,0.0,37.0,37.0,0.0,89.0,89.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,73.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,104.0,104.0,0.0,4.0,4.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Anthony Elanga,23.03,23.03,0.0,35.0,35.0,0.0,28.0,28.0,0.0,2232.0,2232.0,0.0,6.0,6.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.2,4.2,0.0,4.8,4.8,0.0,87.0,87.0,0.0,54.0,54.0,0.0,190.0,190.0,0.0,0.24,0.24,0.0,0.36,0.36,0.0,0.17,0.17,0.0,0.19,0.19,0.0,0.85,0.85,0.0,479.0,479.0,0.0,65.2,65.2,0.0,2292.0,2292.0,0.0,82.8,82.8,0.0,64.1,64.1,0.0,44.0,44.0,0.0,29.0,29.0,0.0,24.0,24.0,0.0,7.0,7.0,0.0,54.0,54.0,0.0,89.0,89.0,0.0,3.59,3.59,0.0,14.0,14.0,0.0,0.57,0.57,0.0,18.0,18.0,0.0,13.0,13.0,0.0,17.0,17.0,0.0,12.0,12.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,6.0,6.0,0.0,1000.0,1000.0,0.0,29.0,29.0,0.0,133.0,133.0,0.0,290.0,290.0,0.0,594.0,594.0,0.0,98.0,98.0,0.0,76.0,76.0,0.0,527.0,527.0,0.0,2268.0,2268.0,0.0,87.0,87.0,0.0,42.0,42.0,0.0,42.0,42.0,0.0,70.0,70.0,0.0,39.0,39.0,0.0,672.0,672.0,0.0,190.0,190.0,0.0,8.0,8.0,0.0,36.0,36.0,0.0,15.0,15.0,0.0,156.0,156.0,0.0,84.0,84.0,0.0,24.0,24.0,0.0,34.0,34.0,0.0
Anthony Gordon,24.2,24.2,0.0,31.0,31.0,0.0,25.0,25.0,0.0,2235.0,2235.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.9,4.9,0.0,111.0,111.0,0.0,93.0,93.0,0.0,197.0,197.0,0.0,0.24,0.24,0.0,0.2,0.2,0.0,0.32,0.32,0.0,0.2,0.2,0.0,0.64,0.64,0.0,671.0,671.0,0.0,73.3,73.3,0.0,3422.0,3422.0,0.0,85.9,85.9,0.0,78.2,78.2,0.0,50.0,50.0,0.0,61.0,61.0,0.0,52.0,52.0,0.0,17.0,17.0,0.0,93.0,93.0,0.0,99.0,99.0,0.0,3.99,3.99,0.0,12.0,12.0,0.0,0.48,0.48,0.0,31.0,31.0,0.0,17.0,17.0,0.0,34.0,34.0,0.0,22.0,22.0,0.0,24.0,24.0,0.0,2.0,2.0,0.0,22.0,22.0,0.0,6.0,6.0,0.0,1178.0,1178.0,0.0,16.0,16.0,0.0,115.0,115.0,0.0,444.0,444.0,0.0,638.0,638.0,0.0,123.0,123.0,0.0,96.0,96.0,0.0,758.0,758.0,0.0,3042.0,3042.0,0.0,111.0,111.0,0.0,56.0,56.0,0.0,55.0,55.0,0.0,28.0,28.0,0.0,35.0,35.0,0.0,851.0,851.0,0.0,197.0,197.0,0.0,19.0,19.0,0.0,65.0,65.0,0.0,8.0,8.0,0.0,122.0,122.0,0.0,92.0,92.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0
Antoine Semenyo,25.33,25.33,0.0,34.0,34.0,0.0,33.0,33.0,0.0,2933.0,2933.0,0.0,9.0,9.0,0.0,5.0,5.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.3,9.3,0.0,5.8,5.8,0.0,133.0,133.0,0.0,106.0,106.0,0.0,259.0,259.0,0.0,0.28,0.28,0.0,0.15,0.15,0.0,0.29,0.29,0.0,0.18,0.18,0.0,1.14,1.14,0.0,737.0,737.0,0.0,73.2,73.2,0.0,2740.0,2740.0,0.0,84.7,84.7,0.0,76.5,76.5,0.0,45.0,45.0,0.0,48.0,48.0,0.0,44.0,44.0,0.0,8.0,8.0,0.0,106.0,106.0,0.0,123.0,123.0,0.0,3.77,3.77,0.0,13.0,13.0,0.0,0.4,0.4,0.0,53.0,53.0,0.0,34.0,34.0,0.0,42.0,42.0,0.0,26.0,26.0,0.0,59.0,59.0,0.0,8.0,8.0,0.0,51.0,51.0,0.0,10.0,10.0,0.0,1503.0,1503.0,0.0,44.0,44.0,0.0,187.0,187.0,0.0,526.0,526.0,0.0,824.0,824.0,0.0,176.0,176.0,0.0,125.0,125.0,0.0,904.0,904.0,0.0,3409.0,3409.0,0.0,133.0,133.0,0.0,65.0,65.0,0.0,65.0,65.0,0.0,79.0,79.0,0.0,72.0,72.0,0.0,1041.0,1041.0,0.0,259.0,259.0,0.0,66.0,66.0,0.0,36.0,36.0,0.0,14.0,14.0,0.0,52.0,52.0,0.0,150.0,150.0,0.0,61.0,61.0,0.0,72.0,72.0,0.0
Antonee Robinson,27.75,27.75,0.0,34.0,34.0,0.0,33.0,33.0,0.0,2989.0,2989.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,4.1,4.1,0.0,114.0,114.0,0.0,123.0,123.0,0.0,265.0,265.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.12,0.12,0.0,0.06,0.06,0.0,1523.0,1523.0,0.0,76.6,76.6,0.0,9482.0,9482.0,0.0,86.7,86.7,0.0,79.0,79.0,0.0,42.0,42.0,0.0,113.0,113.0,0.0,54.0,54.0,0.0,28.0,28.0,0.0,123.0,123.0,0.0,77.0,77.0,0.0,2.32,2.32,0.0,11.0,11.0,0.0,0.33,0.33,0.0,90.0,90.0,0.0,57.0,57.0,0.0,89.0,89.0,0.0,45.0,45.0,0.0,37.0,37.0,0.0,7.0,7.0,0.0,30.0,30.0,0.0,57.0,57.0,0.0,2404.0,2404.0,0.0,128.0,128.0,0.0,765.0,765.0,0.0,911.0,911.0,0.0,763.0,763.0,0.0,67.0,67.0,0.0,78.0,78.0,0.0,1278.0,1278.0,0.0,4057.0,4057.0,0.0,114.0,114.0,0.0,60.0,60.0,0.0,29.0,29.0,0.0,41.0,41.0,0.0,18.0,18.0,0.0,1440.0,1440.0,0.0,265.0,265.0,0.0,31.0,31.0,0.0,17.0,17.0,0.0,6.0,6.0,0.0,165.0,165.0,0.0,148.0,148.0,0.0,45.0,45.0,0.0,25.0,25.0,0.0
Antony,25.2,25.2,0.0,8.0,8.0,0.0,0.0,0.0,0.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.1,0.0,5.0,5.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.0,0.08,0.08,0.0,1.91,1.91,0.0,56.0,56.0,0.0,81.2,81.2,0.0,111.0,111.0,0.0,88.2,88.2,0.0,64.3,64.3,0.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,8.0,8.0,0.0,5.11,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,101.0,101.0,0.0,2.0,2.0,0.0,22.0,22.0,0.0,26.0,26.0,0.0,54.0,54.0,0.0,8.0,8.0,0.0,11.0,11.0,0.0,60.0,60.0,0.0,182.0,182.0,0.0,5.0,5.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,69.0,69.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Antonín Kinský,22.15,22.15,0.0,4.0,4.0,0.0,4.0,4.0,0.0,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,116.0,116.0,0.0,80.0,80.0,0.0,1686.0,1686.0,0.0,100.0,100.0,0.0,96.1,96.1,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,0.0,134.0,134.0,0.0,154.0,154.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.0,267.0,267.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Archie Gray,19.15,19.15,0.0,25.0,25.0,0.0,16.0,16.0,0.0,1481.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,6.0,6.0,0.0,34.0,34.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.06,0.06,0.0,939.0,939.0,0.0,88.2,88.2,0.0,5046.0,5046.0,0.0,92.3,92.3,0.0,92.7,92.7,0.0,2.0,2.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,5.0,5.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,7.0,7.0,0.0,17.0,17.0,0.0,10.0,10.0,0.0,19.0,19.0,0.0,10.0,10.0,0.0,9.0,9.0,0.0,13.0,13.0,0.0,1179.0,1179.0,0.0,139.0,139.0,0.0,564.0,564.0,0.0,537.0,537.0,0.0,88.0,88.0,0.0,2.0,2.0,0.0,11.0,11.0,0.0,816.0,816.0,0.0,1551.0,1551.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,10.0,10.0,0.0,881.0,881.0,0.0,15.0,15.0,0.0,9.0,9.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,59.0,59.0,0.0,10.0,10.0,0.0,9.0,9.0,0.0
Arijanet Muric,26.5,26.5,0.0,18.0,18.0,0.0,18.0,18.0,0.0,1620.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,454.0,0.0,71.7,71.7,0.0,8247.0,8247.0,0.0,100.0,100.0,0.0,97.3,97.3,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,689.0,0.0,559.0,559.0,0.0,672.0,672.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,405.0,0.0,1178.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,321.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0
Armando Broja,23.65,23.65,0.0,10.0,10.0,0.0,4.0,4.0,0.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.2,0.0,12.0,12.0,0.0,2.0,2.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.05,0.05,0.0,0.0,0.0,0.0,53.0,53.0,0.0,72.6,72.6,0.0,101.0,101.0,0.0,77.8,77.8,0.0,83.3,83.3,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,127.0,127.0,0.0,4.0,4.0,0.0,14.0,14.0,0.0,47.0,47.0,0.0,72.0,72.0,0.0,18.0,18.0,0.0,16.0,16.0,0.0,64.0,64.0,0.0,281.0,281.0,0.0,12.0,12.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,16.0,16.0,0.0,13.0,13.0,0.0,94.0,94.0,0.0,26.0,26.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,18.0,18.0,0.0,21.0,21.0,0.0
Armel Bella Kotchap,23.4,23.4,0.0,4.0,4.0,0.0,2.0,2.0,0.0,331.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,202.0,0.0,90.2,90.2,0.0,956.0,956.0,0.0,98.5,98.5,0.0,96.7,96.7,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,5.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,263.0,263.0,0.0,33.0,33.0,0.0,147.0,147.0,0.0,115.0,115.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,186.0,186.0,0.0,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,192.0,192.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0
Ashley Young,39.83,39.83,0.0,29.0,29.0,0.0,17.0,17.0,0.0,1622.0,1622.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.3,0.3,0.0,1.6,1.6,0.0,20.0,20.0,0.0,83.0,83.0,0.0,27.0,27.0,0.0,0.06,0.06,0.0,0.17,0.17,0.0,0.01,0.01,0.0,0.09,0.09,0.0,0.17,0.17,0.0,610.0,610.0,0.0,69.9,69.9,0.0,5051.0,5051.0,0.0,88.0,88.0,0.0,76.0,76.0,0.0,19.0,19.0,0.0,72.0,72.0,0.0,18.0,18.0,0.0,9.0,9.0,0.0,83.0,83.0,0.0,38.0,38.0,0.0,2.11,2.11,0.0,6.0,6.0,0.0,0.33,0.33,0.0,51.0,51.0,0.0,29.0,29.0,0.0,51.0,51.0,0.0,19.0,19.0,0.0,10.0,10.0,0.0,3.0,3.0,0.0,7.0,7.0,0.0,23.0,23.0,0.0,1043.0,1043.0,0.0,52.0,52.0,0.0,316.0,316.0,0.0,452.0,452.0,0.0,280.0,280.0,0.0,9.0,9.0,0.0,15.0,15.0,0.0,415.0,415.0,0.0,1214.0,1214.0,0.0,20.0,20.0,0.0,24.0,24.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,535.0,535.0,0.0,27.0,27.0,0.0,25.0,25.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,61.0,61.0,0.0,10.0,10.0,0.0,11.0,11.0,0.0
Axel Disasi,27.16,27.16,0.0,7.0,7.0,0.0,5.0,5.0,0.0,490.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.4,0.0,10.0,10.0,0.0,16.0,16.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.0,0.0,0.0,243.0,243.0,0.0,86.8,86.8,0.0,1517.0,1517.0,0.0,94.5,94.5,0.0,89.7,89.7,0.0,3.0,3.0,0.0,14.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,9.0,9.0,0.0,1.65,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,334.0,334.0,0.0,32.0,32.0,0.0,130.0,130.0,0.0,178.0,178.0,0.0,29.0,29.0,0.0,6.0,6.0,0.0,15.0,15.0,0.0,207.0,207.0,0.0,621.0,621.0,0.0,10.0,10.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,223.0,223.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,15.0,15.0,0.0,8.0,8.0,0.0,6.0,6.0,0.0
Axel Disasi,27.16,27.16,0.0,6.0,6.0,0.0,4.0,4.0,0.0,364.0,364.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.0,6.0,6.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.02,0.02,0.0,0.25,0.25,0.0,266.0,266.0,0.0,90.8,90.8,0.0,1367.0,1367.0,0.0,94.4,94.4,0.0,92.9,92.9,0.0,2.0,2.0,0.0,20.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,11.0,11.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,323.0,323.0,0.0,17.0,17.0,0.0,110.0,110.0,0.0,175.0,175.0,0.0,40.0,40.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,196.0,196.0,0.0,519.0,519.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,242.0,242.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0
